registry_key,title,category,source,author,year,type,origin,origin_file,authority_tier_candidate,supabase_intake_status,content_preview
9e8c3e05093d,قانون الأوقاف الأردني - المادة 2: تعريف الوقف الخيري,قانوني,قانون الأوقاف الأردني رقم 23 لسنة 1964,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,الوقف الخيري هو ما وقف على جهة بر وخير ابتداءً كالمساجد والمدارس والمستشفيات ودور الأيتام.
606553700800,قانون الأوقاف الأردني - المادة 3: الوقف الذري,قانوني,قانون الأوقاف الأردني رقم 23 لسنة 1964,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,الوقف الذري هو ما وقف على الذرية ابتداءً ثم على جهة بر وخير انتهاءً.
d826bc0b411d,قانون الأوقاف الأردني رقم 23 لسنة 1964 - المادة 1: التعاريف,قانوني,قانون الأوقاف الأردني رقم 23 لسنة 1964,,,,legacy_source_file,scripts/basic_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"المادة 1: تعاريف

في هذا القانون، يكون للكلمات والعبارات التالية المعاني المخصصة لها أدناه ما لم تدل القرينة على خلاف ذلك:

الوزارة: وزارة الأوقاف والشؤون والمقدسات الإسلامية
الوزير: وزير الأوقاف والشؤون والمقدسات الإسلامية
الوقف: حبس العين عن تمليكها لأحد من العباد والتصدق بالمنفعة على الفقراء أو على وجه من وجوه الخير
الوقف الخيري: ما وقف على جهة بر عامة كالفقراء والمساجد والمدارس
الوقف الذري: ما وقف على الذرية والأولاد
الناظر: من يتولى إدارة الوقف والإشراف عليه
المتولي: من يتولى إدارة الوقف الذري
الريع: الدخل الناتج عن الوقف"
b8482acdea7c,قانون الأوقاف الفلسطيني رقم 2 لسنة 2014,قانوني,,السلطة الوطنية الفلسطينية,2014,,legacy_source_file,new_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"قانون الأوقاف الفلسطيني رقم 2 لسنة 2014 هو القانون المنظم للأوقاف في فلسطين، صدر عن السلطة الوطنية الفلسطينية. يُعد هذا القانون من أهم التشريعات القانونية المتعلقة بالأوقاف في فلسطين.

يتكون القانون من 52 مادة موزعة على عدة فصول، تشمل: التعاريف والأحكام العامة، أنواع الأوقاف، شروط الوقف وأركانه، إدارة الأوقاف، صلاحيات وزارة الأوقاف، نظارة الأوقاف، استثمار الأوقاف، استبدال الأوقاف، حماية الأوقاف، والعقوبات.

من أهم ما ينظمه القانون:
1. تعريف الوقف: 'حبس العين على حكم ملك الله تعالى والتصدق بالمنفعة على جهة بر وخير'.
2. أنواع الوقف: الوقف الخيري (على جهات البر)، والوقف الذري (على الذرية ثم على ج"
8793b3d2f821,قانون الأوقاف والشؤون الدينية رقم (26) لسنة 1966م وتعديلاته,قانوني,https://mjr.ogb.gov.ps/MergedLegislations/ViewText/165/,,,,legacy_source_file,research_data/knowledge_base.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"قانون الأوقاف والشؤون الدينية رقم (26) لسنة 1966م هو القانون الأساسي الذي ينظم شؤون الأوقاف في فلسطين. صدر في عهد المملكة الأردنية الهاشمية ولا يزال ساري المفعول مع تعديلات حتى عام 2023.

أهم التعريفات:
- الأوقاف والشؤون الدينية: الأموال المنقولة أو غير المنقولة الموقوفة على جهة بر لا تنقطع ابتداء أو انتهاء، والمساجد وملحقاتها والمقامات ودور التكايا والزوايا والمقابر الإسلامية.

أهداف الوزارة:
1. المحافظة على المساجد وأموال الأوقاف وصيانتها وتنميتها وإدارة شؤونها
2. العناية بتطوير المسجد ليؤدي رسالته في مجالات التربية الإسلامية
3. إذكاء روح التضحية والجهاد والثبات في الأمة
4. تنمية الأخلاق الإ"
08a183447918,قانون العدل والإنصاف للقضاء على مشكلات الأوقاف,قانوني,,محمد قدري باشا,1893,,legacy_source_file,new_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"كتاب 'قانون العدل والإنصاف للقضاء على مشكلات الأوقاف' من تأليف محمد قدري باشا (1821-1888م)، وهو أحد أبرز فقهاء القانون في العصر الحديث. يُعد هذا الكتاب من المراجع القانونية المهمة في مجال الأوقاف الإسلامية.

يتناول الكتاب المشكلات القانونية والإدارية التي تواجه الأوقاف الإسلامية، ويقدم حلولاً قانونية مستمدة من الفقه الإسلامي والقانون الوضعي. يعالج الكتاب قضايا مثل: النزاعات على الأوقاف، شروط الواقفين، إدارة الأوقاف، استبدال الأوقاف، والإشراف القضائي على الأوقاف.

ألف محمد قدري باشا هذا الكتاب في سياق الإصلاحات القانونية التي شهدتها مصر في القرن التاسع عشر، حيث كان هناك حاجة لتنظيم قانوني حديث "
259fdcb855d4,قرار بقانون 2018 - المادة 10: حماية الأوقاف,قانوني,قرار بقانون رقم (1) لسنة 2018,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,تتمتع الأوقاف بالحماية القانونية، ولا يجوز الاعتداء عليها أو الاستيلاء عليها أو تغيير معالمها.
ce17ae71438c,قرار بقانون 2018 - المادة 5: المجلس الأعلى للأوقاف,قانوني,قرار بقانون رقم (1) لسنة 2018,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,يشكل مجلس أعلى للأوقاف برئاسة الوزير وعضوية ممثلين عن الجهات ذات العلاقة، ويختص بوضع السياسات العامة للأوقاف.
f161abf0a484,قرار بقانون رقم 1 لسنة 2018 - المادة 2: أهداف الوزارة,قانوني,قرار بقانون رقم (1) لسنة 2018 بشأن الأوقاف الإسلامية,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,تهدف وزارة الأوقاف والشؤون الدينية إلى إدارة وتنظيم الأوقاف الإسلامية وحمايتها وتنميتها واستثمارها.
1e95febce616,مجلة الأحكام العدلية - كتاب الوقف,قانوني,https://dorar.net/feqhia/6119/,,,,legacy_source_file,research_data/knowledge_base.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"مجلة الأحكام العدلية هي القانون المدني العثماني المستمد من الفقه الحنفي، صدرت عام 1876م (1293 هـ). تحتوي على أحكام الوقف المستمدة من المذهب الحنفي.

تعريف العقار (المادة 1270): ما لا يمكن نقله من محل إلى آخر؛ كالدور والأراضي.

الولاية على الوقف (المادة 974): الولاية الخاصة أقوى من الولاية العامة، فولاية المتولي على الوقف أولى من ولاية القاضي عليه.

أحكام الوقف:
- الوقف يجوز على جهة بر لا تنقطع
- العقار يجوز وقفه بالإجماع
- المنقول يجوز وقفه عند أبي يوسف ومحمد خلافاً لأبي حنيفة
- من شرط الموقوف التأبيد، والعقار مؤبد"
8b11b60482b6,مجلة الأحكام العدلية - المادة 2: أركان الوقف,مجلة الأحكام,مجلة الأحكام العدلية,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,أركان الوقف أربعة: الواقف، والموقوف، والموقوف عليه، والصيغة. ولا يصح الوقف إلا باجتماع هذه الأركان الأربعة.
39afd1529881,مجلة الأحكام العدلية - المادة 3: شروط الواقف,مجلة الأحكام,مجلة الأحكام العدلية,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,يشترط في الواقف أن يكون حراً مكلفاً مالكاً للموقوف، فلا يصح وقف العبد ولا الصبي ولا المجنون ولا من لا يملك الموقوف.
e1c5f388ed55,مجلة الأحكام العدلية - المادة 6: استبدال الوقف,مجلة الأحكام,مجلة الأحكام العدلية,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,لا يجوز استبدال الوقف إلا إذا تعطلت منافعه بالكلية، أو كان في الاستبدال مصلحة ظاهرة للوقف، وبإذن القاضي.
ea9e33f40aab,اختبار التصنيف 3,administrative,,,,,old_db_select_row,db-query-1767917341400.json,review_required_candidate,discovered_pending_review_not_applied,
cc23884bba15,الإشراف المعاصر على العقارات الوقفية,administrative,https://www.palestinecabinet.gov.ps/portal/GovService/Details/129,,,,old_db_select_row,db-query-1767917356953.json,review_required_candidate,discovered_pending_review_not_applied,
2a9f85003d7f,اختبار timestamp,historical,,,,,old_db_select_row,db-query-1767917341400.json,review_required_candidate,discovered_pending_review_not_applied,
f7dbb8ad2bf9,الأوقاف في الدولة العثمانية,historical,,,,,old_db_select_row,db-query-1767917131739.json,review_required_candidate,discovered_pending_review_not_applied,
4b287a45ff0b,الأوقاف في الدولة العثمانية,historical,NULL,,,,old_db_select_row,db-query-1767917356953.json,review_required_candidate,discovered_pending_review_not_applied,
c08f4edf98f7,الحاج أمين الحسيني - رئيس المجلس الإسلامي,historical,سيرة الحاج أمين الحسيني,,,,old_db_select_row,db-query-1767972509854.json,review_required_candidate,discovered_pending_review_not_applied,
a88e6789dc6f,المجلس الإسلامي الأعلى (فلسطين),historical,,,,,old_db_select_row,db-query-1767917131739.json,review_required_candidate,discovered_pending_review_not_applied,
7b9bf9074465,متصرفية القدس أواخر العهد العثماني,historical,عبد العزيز عوض,,,,old_db_success_insert_query,db-query-1767974684070.json,review_required_candidate,discovered_pending_review_not_applied,"دراسة تاريخية شاملة لمتصرفية القدس في نهاية العهد العثماني، تغطي الوضع الإداري والاجتماعي والاقتصادي في القدس قبل الانتداب البريطاني. الكتاب متاح للتحميل المجاني على Internet Archive بحجم 32.5 ميجابايت.

المؤلف: عبد العزيز عوض"
541cdad4612c,اختبار التصنيف 2,jurisprudence,,,,,old_db_select_row,db-query-1767917341400.json,review_required_candidate,discovered_pending_review_not_applied,
3ac3ff6bd0ef,الأم - الإمام الشافعي - محمد بن إدريس الشافعي,jurisprudence,محمد بن إدريس الشافعي,,,,old_db_select_row,db-query-1767967445194.json,review_required_candidate,discovered_pending_review_not_applied,
c58fa268d24c,العدل والإنصاف في معرفة أصول الفقه والاختلاف - أبو يعقوب يوسف بن إبراهيم الوارجلاني,jurisprudence,أبو يعقوب يوسف بن إبراهيم الوارجلاني,,,,old_db_select_row,db-query-1767967445194.json,review_required_candidate,discovered_pending_review_not_applied,
fc68ccea7bd0,المبسوط - السرخسي - شمس الأئمة محمد بن أحمد السرخسي,jurisprudence,شمس الأئمة محمد بن أحمد السرخسي,,,,old_db_select_row,db-query-1767967445194.json,review_required_candidate,discovered_pending_review_not_applied,
4e471e8449e4,المغني - ابن قدامة المقدسي - موفق الدين عبد الله بن أحمد بن قدامة المقدسي,jurisprudence,موفق الدين عبد الله بن أحمد بن قدامة المقدسي,,,,old_db_select_row,db-query-1767967445194.json,review_required_candidate,discovered_pending_review_not_applied,
e9e4dd113fe5,الوقف الإسلامي بين النظرية والتطبيق - حسن عبد الله الأمين - حسن عبد الله الأمين,jurisprudence,حسن عبد الله الأمين,,,,old_db_select_row,db-query-1767967445194.json,review_required_candidate,discovered_pending_review_not_applied,
f30c44ca0ce6,"Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918",law,R Kark,,,,old_db_success_insert_query,db-query-1767974699280.json,review_required_candidate,discovered_pending_review_not_applied,"دراسة تحلل تأثيرات قانون الأراضي العثماني على العمليات الزراعية وعمليات الخصخصة في فلسطين خلال الفترة من 1858 إلى 1918. نشرت في Springer وحصلت على 33 استشهاداً أكاديمياً.

المؤلف: R Kark
السنة: 2017
النوع: بحث أكاديمي"
bb48796c9c13,اختبار التصنيف,law,,,,,old_db_select_row,db-query-1767917341400.json,review_required_candidate,discovered_pending_review_not_applied,
f2f43afc6f8d,ناظر الوقف,law,,,,,old_db_select_row,db-query-1767917131739.json,review_required_candidate,discovered_pending_review_not_applied,
b10d43010b51,وقف (إسلام),law,,,,,old_db_select_row,db-query-1767917131739.json,review_required_candidate,discovered_pending_review_not_applied,
1e578da5eb77,Mamluk and Ottoman Endowment Deeds as a Source for Geographical-Historical Research: The Waqfiyya of Haseki Sultan (1552 CE),reference,"eScholarship, University of California",,,,old_db_select_row,db-query-1767972509854.json,review_required_candidate,discovered_pending_review_not_applied,
9dfd0b9861a9,اختبار المستخدم,reference,,,,,old_db_select_row,db-query-1767917341400.json,review_required_candidate,discovered_pending_review_not_applied,
5df0ee400944,الأرشيف العثماني بأيدٍ فلسطينية.. وثائق تثبت ملكية الأراضي,reference,https://www.aljazeera.net/culture/2020/2/9/,الجزيرة نت,2020,تقرير إخباري,legacy_source_file,research_data/jerusalem_land_references.json,review_required_candidate,discovered_pending_review_not_applied,تقرير يتناول تسليم تركيا للأرشيف العثماني للسلطة الفلسطينية، والذي يشمل سجلات الطابو خلال الفترة ما قبل الانتداب البريطاني. يعتبر الأرشيف طوق نجاة لإثبات ملكيات الأراضي والعقارات.
79f924fb11fd,وثائق الملكية الفلسطينية في الأرشيف العثماني,reference,https://www.al-wathiqa.com/ArticleView/20,موقع الوثيقة,,مقال,legacy_source_file,research_data/jerusalem_land_references.json,review_required_candidate,discovered_pending_review_not_applied,مقال يوضح أهمية سجلات الطابو العثماني الخاصة بالأراضي، والتي تحظى بالأولوية القانونية لإثبات حقوق ملكية الأراضي في فلسطين لدى المحاكم المحلية، ومحاكم الاحتلال، والمحاكم الدولية.
9c7d83645ae7,الوقف ودوره في تنمية المجتمع - عبد العزيز الخياط,إداري,,عبد العزيز الخياط,2006,,legacy_source_file,new_references.json,review_required_candidate,discovered_pending_review_not_applied,"كتاب 'الوقف ودوره في تنمية المجتمع' للدكتور عبد العزيز الخياط من الدراسات المهمة التي تتناول دور الوقف في التنمية المستدامة. نُشر الكتاب عام 2006م.

يتناول الكتاب الوقف كأداة للتنمية الشاملة (الاقتصادية والاجتماعية والثقافية)، ويعرض نماذج تطبيقية من الأوقاف الناجحة في البلدان الإسلامية.

من أهم موضوعات الكتاب:
1. دور الوقف في التنمية الاقتصادية: توفير رأس المال، خلق فرص العمل، تمويل المشاريع الصغيرة والمتوسطة، والاستثمار في البنية التحتية.
2. دور الوقف في التنمية الاجتماعية: محاربة الفقر، توفير السكن للمحتاجين، رعاية الأيتام والأرامل، ورعاية ذوي الاحتياجات الخاصة.
3. دور الوقف في التنمية التعل"
3c52ec1899de,صيغ تمويلية مستحدثة للأوقاف - عبد الله بن منصور الغفيلي,إداري,,عبد الله بن منصور الغفيلي,2010,,legacy_source_file,new_references.json,review_required_candidate,discovered_pending_review_not_applied,"كتاب 'صيغ تمويلية مستحدثة للأوقاف' للدكتور عبد الله بن منصور الغفيلي من الدراسات المتخصصة في التمويل الوقفي المعاصر. نُشر الكتاب عام 2010م.

يتناول الكتاب الصيغ التمويلية الحديثة التي يمكن استخدامها في الأوقاف، مع بيان ضوابطها الشرعية وتطبيقاتها العملية. يهدف الكتاب إلى تطوير الأوقاف الإسلامية من خلال استخدام أدوات مالية حديثة متوافقة مع الشريعة.

من أهم الصيغ التمويلية التي يعرضها الكتاب:

1. الوقف النقدي: وقف الأموال السائلة (نقود، أسهم، سندات إسلامية) واستثمارها في مشاريع مربحة. يعرض الكتاب الخلاف الفقهي حول جواز الوقف النقدي، ويرجح الجواز بضوابط.

2. الصكوك الوقفية: إصدار صكوك (أدوات مالية"
c70f554c67d0,أرشيفات القدس الإسلامية - مصادر لمسألة الوقف,تاريخي,https://www.palestine-studies.org/sites/default/files/hq-articles/9893.pdf,,,,legacy_source_file,research_data/knowledge_base.json,review_required_candidate,discovered_pending_review_not_applied,"أرشيفات القدس الإسلامية تحتوي على مصادر أولية حيوية لدراسة الأوقاف في القدس العثمانية.

أهم المصادر:
1. سجلات المحاكم الشرعية: تحتوي على آلاف الحجج الوقفية
2. الوثائق العثمانية: سجلات الطابو والدفاتر العثمانية
3. وثائق المجلس الإسلامي الأعلى: من عهد الانتداب البريطاني
4. أرشيف وزارة الأوقاف: الوثائق المعاصرة

الأهمية:
- التوثيق التاريخي: إثبات ملكية الأوقاف
- الدراسات الأكاديمية: مصدر للباحثين
- الحماية القانونية: إثبات الحقوق الوقفية

هذه الأرشيفات تشكل مرجعاً أساسياً لأي دراسة تتعلق بالأوقاف في القدس وفلسطين."
f4398474cf63,أقدم وقف موثق في العالم (القرن 9 الميلادي),تاريخي,https://www.haaretz.com/archaeology/2021-12-06/,,,,legacy_source_file,research_data/knowledge_base.json,review_required_candidate,discovered_pending_review_not_applied,"اكتشاف أثري لنقش على حجر جيري يتضمن وقف قريتين زراعيتين في فلسطين في القرن التاسع الميلادي، مع حيوانات عالية الجودة.

تفاصيل الاكتشاف:
- المادة: نقش على حجر جيري ناعم
- المحتوى: وقف قريتين زراعيتين
- الفترة: القرن التاسع الميلادي
- المكان: فلسطين

الأهمية:
- أقدم وقف موثق: من أقدم الأوقاف المكتشفة في العالم
- التوثيق: نقش على حجر جيري
- المحتوى: تفاصيل دقيقة عن الوقف

هذا الاكتشاف يؤكد أن نظام الوقف كان راسخاً في فلسطين منذ القرون الأولى للإسلام."
cb2be7104d9c,أوقاف القدس - الأوقاف الصلاحية,تاريخي,تاريخ أوقاف القدس,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,أوقف صلاح الدين الأيوبي العديد من الأراضي والعقارات في القدس لخدمة المسجد الأقصى والفقراء والمساكين.
96226d6f8289,أوقاف القدس - الزوايا والتكايا,تاريخي,تاريخ أوقاف القدس,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,انتشرت الزوايا والتكايا الموقوفة في القدس لخدمة الفقراء والمسافرين وطلاب العلم، وكانت تمول من ريع الأوقاف.
072a626febeb,أوقاف القدس - المدارس الوقفية,تاريخي,تاريخ التعليم في القدس,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,أنشئت العديد من المدارس الوقفية في القدس لتعليم القرآن والعلوم الشرعية، وكانت تمول من ريع الأوقاف.
6e68f93323d2,أوقاف القدس التاريخية - المسجد الأقصى,تاريخي,دراسات تاريخية عن أوقاف القدس,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,المسجد الأقصى المبارك وقف إسلامي خالص منذ الفتح الإسلامي، ولا يجوز التصرف فيه أو في أي جزء منه.
fe31675b9f76,الأوقاف الإسلامية في القدس الشريف - كامل جميل العسلي,تاريخي,,كامل جميل العسلي,1981,,legacy_source_file,new_references.json,review_required_candidate,discovered_pending_review_not_applied,"كتاب 'الأوقاف الإسلامية في القدس الشريف' للمؤرخ الدكتور كامل جميل العسلي (1919-2015م) من أهم الدراسات التاريخية عن الأوقاف الإسلامية في القدس. نُشر الكتاب عام 1981م.

يتناول الكتاب تاريخ الأوقاف الإسلامية في القدس منذ الفتح الإسلامي حتى العصر الحديث، مع التركيز على العصر المملوكي والعثماني. يعرض الكتاب أنواع الأوقاف في القدس: أوقاف المساجد، أوقاف المدارس، أوقاف الزوايا والخوانق، أوقاف التكايا، أوقاف الأسبلة، وأوقاف البيمارستانات (المستشفيات).

يوثق الكتاب مئات الأوقاف في القدس بالاعتماد على وثائق المحاكم الشرعية وسجلات الأوقاف العثمانية. يعرض لكل وقف: اسم الواقف، تاريخ الوقف، الموقوف (عقارات، "
a1c53accb3fa,الأوقاف بعد 1967 - الاحتلال الإسرائيلي,تاريخي,الأوقاف تحت الاحتلال,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,استولت إسرائيل على العديد من الأوقاف في القدس والضفة الغربية بعد 1967، وفرضت قيوداً على إدارتها.
9b87ec4887cb,الأوقاف في الضفة الغربية - الإدارة الأردنية,تاريخي,تاريخ الأوقاف في الضفة الغربية,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,أدارت الأردن الأوقاف في الضفة الغربية من 1948 إلى 1967 وفق قانون الأوقاف الأردني رقم 23 لسنة 1964.
af82dd7bf29f,الحاج أمين الحسيني - رئيس المجلس الإسلامي,تاريخي,سيرة الحاج أمين الحسيني,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,ترأس الحاج أمين الحسيني المجلس الإسلامي الأعلى وعمل على تطوير الأوقاف وترميم المسجد الأقصى.
c80343d33840,المجلس الإسلامي الأعلى - الصلاحيات,تاريخي,تاريخ المجلس الإسلامي الأعلى,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,كان للمجلس الإسلامي الأعلى صلاحيات واسعة في إدارة الأوقاف والمحاكم الشرعية والشؤون الدينية في فلسطين.
08812e3c0931,ترميم المسجد الأقصى - الفترة البريطانية,تاريخي,تاريخ ترميم الأقصى,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,قام المجلس الإسلامي الأعلى بترميمات واسعة للمسجد الأقصى في الثلاثينيات، ممولة من تبرعات المسلمين وريع الأوقاف.
208b69674fc9,حارة المغاربة - الهدم,تاريخي,تاريخ حارة المغاربة,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,هدمت إسرائيل حارة المغاربة الوقفية بالكامل عام 1967، وشردت سكانها لإنشاء ساحة البراق.
cf77402bec02,وقف أبو مدين الغوث - القدس,تاريخي,أوقاف القدس التاريخية,,,,legacy_source_file,scripts/additional_references.json,review_required_candidate,discovered_pending_review_not_applied,وقف أبو مدين الغوث من أقدم الأوقاف في القدس، ويشمل عقارات ومساجد ومدارس، وتعرض للاستيلاء الإسرائيلي.
749d7c950a17,إعلام الموقعين عن رب العالمين - ابن القيم,فقهي,,شمس الدين محمد بن أبي بكر ابن قيم الجوزية,751,,legacy_source_file,new_references.json,review_required_candidate,discovered_pending_review_not_applied,"كتاب 'إعلام الموقعين عن رب العالمين' للإمام ابن قيم الجوزية (691-751هـ) من أهم الكتب في أصول الفقه والفتوى والقضاء. يُعد مرجعاً أساسياً لفهم منهج الاجتهاد والفتوى في الإسلام.

يتناول الكتاب قواعد الفتوى وآدابها، ومناهج الاستدلال الفقهي، وأسباب الاختلاف بين الفقهاء، وكيفية الترجيح بين الأقوال المختلفة. كما يعرض قواعد فقهية مهمة مثل: تغير الفتوى بتغير الزمان والمكان والعرف، واعتبار المآلات في الأحكام، والموازنة بين المصالح والمفاسد.

في مجال الأوقاف، يُعد الكتاب مرجعاً مهماً لفهم كيفية التعامل مع المستجدات في الأوقاف، وكيفية الاجتهاد في المسائل التي لم ينص عليها الفقهاء السابقون. كما يوضح كيفية "
eda655c99ed0,الأشباه والنظائر - السيوطي,فقهي,,جلال الدين عبد الرحمن السيوطي,911,,legacy_source_file,new_references.json,review_required_candidate,discovered_pending_review_not_applied,"كتاب 'الأشباه والنظائر' للإمام جلال الدين السيوطي (849-911هـ) من أهم الكتب في القواعد الفقهية الكلية. يجمع الكتاب القواعد الفقهية التي تنطبق على مسائل متعددة في أبواب الفقه المختلفة.

يتناول الكتاب القواعد الفقهية الخمس الكبرى: (1) الأمور بمقاصدها، (2) اليقين لا يزول بالشك، (3) المشقة تجلب التيسير، (4) الضرر يزال، (5) العادة محكمة. كما يعرض قواعد فرعية كثيرة تتعلق بجميع أبواب الفقه.

في مجال الأوقاف، تُطبق هذه القواعد على مسائل عديدة، مثل:
- قاعدة 'الأمور بمقاصدها': تُطبق في فهم شروط الواقف وتفسيرها بما يحقق مقصده.
- قاعدة 'اليقين لا يزول بالشك': تُطبق في النزاعات حول الوقف، حيث لا يُحكم بإنها"
a1f6b9f561a9,الأم - الإمام الشافعي,فقهي,,محمد بن إدريس الشافعي,204,,legacy_source_file,new_references.json,review_required_candidate,discovered_pending_review_not_applied,"كتاب 'الأم' للإمام محمد بن إدريس الشافعي (150-204هـ) هو الكتاب الأصل في المذهب الشافعي، ويُعد من أهم المراجع الفقهية في التاريخ الإسلامي. يحتوي على آراء الإمام الشافعي الفقهية في جميع أبواب الفقه.

يتناول الكتاب باب الوقف بتفصيل واضح، حيث يعرض الإمام الشافعي أحكام الوقف وشروطه وأنواعه. من أهم المسائل التي يعالجها: تعريف الوقف، حكم الوقف (هل هو لازم أم جائز)، شروط صحة الوقف، الوقف على النفس، الوقف على الذرية، الوقف الخيري، شروط الواقف، تغيير شروط الوقف، واستبدال الوقف.

يتميز الكتاب بوضوح العبارة ودقة الاستدلال، حيث يعتمد الإمام الشافعي على النصوص الشرعية من القرآن والسنة، مع استخدام القياس وال"
f40ae796d3c9,العدل والإنصاف في معرفة أصول الفقه والاختلاف,فقهي,,أبو يعقوب يوسف بن إبراهيم الوارجلاني,570,,legacy_source_file,new_references.json,review_required_candidate,discovered_pending_review_not_applied,"يُعد كتاب 'العدل والإنصاف في معرفة أصول الفقه والاختلاف' من أهم المراجع الفقهية في المذهب الإباضي، ألفه الإمام أبو يعقوب يوسف بن إبراهيم الوارجلاني (توفي سنة 570هـ). يتناول الكتاب أصول الفقه الإسلامي ومناهج الاستدلال والاختلاف الفقهي بين المذاهب.

يتميز الكتاب بمنهجه العلمي الدقيق في عرض المسائل الأصولية، حيث يعرض آراء المذاهب المختلفة بموضوعية وإنصاف، مع بيان الأدلة والحجج لكل رأي. يعتبر هذا الكتاب مرجعاً أساسياً لفهم منهج الاستدلال الفقهي وأصول الاجتهاد في الإسلام.

يشمل الكتاب عدة أبواب رئيسية منها: مصادر التشريع الإسلامي (القرآن والسنة والإجماع والقياس)، قواعد الاستنباط الفقهي، مناهج التعا"
bce8cdfdd960,الفقه الإسلامي وأدلته - وهبة الزحيلي,فقهي,,وهبة مصطفى الزحيلي,1997,,legacy_source_file,new_references.json,review_required_candidate,discovered_pending_review_not_applied,"كتاب 'الفقه الإسلامي وأدلته' للدكتور وهبة الزحيلي (1932-2015م) من أشمل الموسوعات الفقهية المعاصرة. يقع في 11 مجلداً، ويغطي جميع أبواب الفقه الإسلامي مع عرض آراء المذاهب الأربعة والأدلة والترجيح.

يتميز الكتاب بمنهجه الشامل، حيث يعرض لكل مسألة: تعريفها، حكمها في المذاهب الأربعة، الأدلة من الكتاب والسنة والإجماع والقياس، مناقشة الأدلة، الترجيح، والتطبيقات المعاصرة.

في باب الوقف، يعرض الدكتور الزحيلي أحكام الوقف بتفصيل شامل في عدة فصول، تشمل: تعريف الوقف وحكمه ومشروعيته، أركان الوقف وشروطه، أنواع الوقف (الخيري والأهلي والمشترك)، شروط الواقف وحقوقه، حقوق الموقوف عليهم، إدارة الوقف ونظارته، استبدا"
baf3a605e5fc,المبسوط - السرخسي,فقهي,,شمس الأئمة محمد بن أحمد السرخسي,483,,legacy_source_file,new_references.json,review_required_candidate,discovered_pending_review_not_applied,"كتاب 'المبسوط' للإمام شمس الأئمة السرخسي (توفي 483هـ) من أعظم الموسوعات الفقهية في المذهب الحنفي. ألفه السرخسي وهو في السجن، حيث كان يملي على تلاميذه من الذاكرة، مما يدل على عمق علمه وسعة اطلاعه.

يقع الكتاب في 30 جزءاً، ويغطي جميع أبواب الفقه الإسلامي بتفصيل شامل. في باب الوقف، يعرض السرخسي أحكام الوقف في المذهب الحنفي مع مقارنتها بآراء المذاهب الأخرى. من أهم المسائل: تعريف الوقف عند الحنفية، شروط صحة الوقف، الفرق بين الوقف والصدقة، أنواع الوقف (الوقف الخيري والوقف الأهلي)، شروط الواقف، حقوق الموقوف عليهم، إدارة الوقف، واستبدال الوقف.

من أهم ما يميز المذهب الحنفي في الوقف: اشتراط القضاء أو ا"
